data_atual;status;mensagem;canal;nome_video
21/04/2023 00:57:34;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;GRANDE BANCO CENTRAL! TROPA DA RUSSIA
21/04/2023 00:58:03;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;DIVULGAÇÃO DO MEU NOVO RP NO ROBLOX!!! - GGPROARTHUR
21/04/2023 00:58:35;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;RAIDEI O ADM ONLINE - UNTURNED│Fake_BRYT #unturned #unturnedserver #shots
21/04/2023 00:59:08;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;PV FRANGO GRITANDO É PRA CHORAR DE RIR KKKKK
21/04/2023 00:59:46;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;O MOD MENU QUE FAZ O ANTICHEAT MQCU PASSAR FOME COMENDO PEDRA COM água GTA RP
21/04/2023 01:00:18;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;🤣Delega Tentou Enganar Paulinho o Loko na casa e se Lascou kkk (gta rp)
21/04/2023 01:00:53;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;CONNOR M@TOU O DEDE NO ROLAS KKKKJK + DERRUBARAM O HELI 🤣
21/04/2023 01:01:26;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;@LipinhO ENFRENTANDO O GIGANTE - RE4 REMAKE!!
21/04/2023 01:02:01;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;DERRUBANDO SERVIDOR DE RP ROUBADO | GzN WEB 🤬👑
21/04/2023 01:02:38;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;Sem edição porque não quero.
21/04/2023 01:03:43;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;Berega injustisado:(  (Exército Brasileiro)
21/04/2023 01:04:13;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;SHAREfactory™*
21/04/2023 01:04:32;NOK;Os comentários estão desativados;https://www.youtube.com/@kauekft5037;ESSE VIDEO É UMA DIVULGAÇAO PARA O RP NOVO
21/04/2023 01:04:43;NOK;Os comentários estão desativados;https://www.youtube.com/@alemello96;https://discord.gg/fNMkfd9e6m
21/04/2023 01:05:13;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;Melhor celular pro GTA V RP Fivem Grátis e sem bug
21/04/2023 01:05:41;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;O MOD MENU QUE FAZ O ANTICHEAT MQCU PASSAR FOME COMENDO PEDRA COM água GTA RP
21/04/2023 01:06:16;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;15 FORMAS DE GANHAR INSCRITOS NO YOUTUBE EM 2023! 🔥
21/04/2023 01:06:41;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;O MOD MENU QUE FAZ O ANTICHEAT MQCU PASSAR FOME COMENDO PEDRA COM água GTA RP
21/04/2023 01:07:08;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;O MOD MENU QUE FAZ O ANTICHEAT MQCU PASSAR FOME COMENDO PEDRA COM água GTA RP
21/04/2023 01:07:49;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@TDHRP;MORAIS COM A PERSONAGEM DA NATY TEVE UM DIA DE PATROA DONA DO ILEGAL KKKKKKKKKKKKK (cpx) GTA RP
21/04/2023 01:11:41;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@tanaki_;Esse é o meu MELHOR mouse sem fio wireless - razer orochi v2
21/04/2023 01:12:48;OK;Conheça nosso metaverso único no GTA! Nosso canal do YouTube (https://www.youtube.com/channel/UCF5BsR9g_pF53rowyvGpVKg) e servidor do Discord (https://discord.gg/cFauxzHSKK) que oferecem uma experiência imersiva na sua cidade favorita. Junte-se à nossa comunidade apaixonada e explore as ruas virtualmente enquanto faz novas amizades. Venha jogar conosco!;https://www.youtube.com/@CortesdoFlowGames;REACT BÁGDEX com o CRIADOR! TODOS os POKÉMONS BRASILEIROS!!
